ICAO,Altitude,PosX,PosY
7B8381,25200,269.22968,88.23944
7D7F82,24800,-86.2061,30.81848
80857F,26000,87.75078,-91.05743
7D897D,24775,182.28516,88.94806
78827F,24775,90.75373,-90.34882
7F8980,24800,90.74707,-89.64844
807F81,24400,2.25293,1.51942
867E80,24400,90.74121,89.64569
7C8180,24400,2.24707,1.54325
848381,24400,176.24707,-90.35431
797E7F,26375,84.74756,157.23701
868081,24000,182.27065,-87.5473
838783,24375,-0.75973,-169.14395
85887E,24800,0.74809,-178.46646
7F8183,24775,-5.30039,-1.50939
818182,24800,-2.29102,-1.52146
7F827E,25175,3.77037,-178.48049
7E8084,25175,267.76843,-86.83594
7F8480,23575,182.24326,-90.35706
828983,24400,177.75888,97.37732
7C7F7F,24400,90.74702,-90.35706
7E7E7F,24775,267.71484,-89.64569
7E827D,26400,86.21931,-45.17715
848585,24400,0.74707,-178.48049
7E7E81,24800,182.24707,90.35431
8A7F81,24800,-87.75293,89.64569
7F817F,24775,182.29107,-90.35156
7F8480,24800,182.25293,88.94531
7D807D,24375,90.76564,-91.06018
778280,24800,182.22968,88.93982
7C887E,24800,180.74117,88.94531
848686,24800,0.75293,-4.59415
7D887E,24400,182.25293,89.64294
798083,24400,180.78361,-84.02618
7F7D80,24000,90.74117,90.34882
898082,23975,90.76564,90.34882
80827F,24400,90.74121,89.64569
7B8284,22375,96.78964,-87.5473
7F8281,25600,93.80562,-93.16681
07D7E8,3950,66.98456,0.26463
80808A,24400,-3.75104,-4.53948
808179,23200,2.24734,172.26004
7A7E81,22800,267.68266,-91.02722
74837E,22400,-87.7209,82.63092
74867E,22400,8.31525,162.90063
7C7E83,23600,183.79266,-88.23669
76867B,23575,95.27046,-86.08887
767E82,24775,174.75338,-85.383
7E8181,27200,0.79567,-172.3323
84827E,24000,90.73563,80.52704
778780,25575,-87.75883,91.02722
7C877C,26400,-86.21732,27.08038
7D8A7D,25975,258.66369,88.95355
797F80,23200,182.26469,86.1795
7F917D,24375,261.66068,-81.21094
7B8C80,24800,266.25492,-87.5061
798A82,23600,2.22594,-4.56416
7B817F,26775,90.77165,-83.34503
778B7F,24775,266.24924,-94.52637
88818C,24800,188.3231,-84.72656
818C8D,24800,92.26146,-89.63196
80818C,26000,90.7879,100.17883
7B8780,23200,180.72994,-93.13385
82897E,26375,179.25814,-88.94531
7D8381,24800,-86.22945,32.45819
838785,24800,182.23535,-88.94531
7D8181,23200,2.21201,-1.49526
7C8381,24800,90.76456,-82.63367
7A8680,24400,-86.24684,149.41406
7E7F89,25200,186.77637,95.9848
837F81,25175,176.20716,89.66217
7E867E,25975,-87.70293,-89.64569
838784,24775,-0.75377,-162.99743
7B827E,25600,-86.18839,-28.70544
7D8781,25200,-89.26447,-91.75781
7E7E7E,25175,90.76564,89.64569
7D7E7F,24375,90.75973,89.64294
78827F,24400,90.76451,-87.55005
848188,24800,174.7587,88.93433
7F8180,23975,-87.73286,91.05194
7D817F,22775,180.73576,88.22296
7F7E7E,23175,90.74167,91.03546
818281,23975,-3.81171,-1.62677
818280,24775,-87.75069,-96.67694
7D877F,24775,-86.21344,132.34955
7D8286,25200,179.24022,-81.9223
80897F,24775,188.34519,85.43243
7F8181,23200,3.71191,10.71972
7F8184,25200,186.87321,-83.32581
7E8080,24400,-0.72935,4.67776
84867F,24375,180.77156,89.64569
808980,24800,-83.25279,-165.0618
7F867F,24775,-87.70297,89.62372
808385,26775,182.33278,-90.35431
77827E,24375,266.17746,-89.65118
838D7F,24375,-0.76574,-172.23541
8A7F83,24375,-86.18951,-44.82285
7E8182,24400,-89.25298,-90.35156
84837E,25575,177.76233,90.3598
7C877F,24800,-89.24712,-90.35706
7B8382,25600,-89.22835,-89.65118
7E8081,24775,267.70288,-90.35156
808281,24375,177.73253,-88.24219
7D827F,24775,182.29703,-90.34882
7F8383,24775,-89.1986,89.64569
7E837F,23575,0.78925,-1.52127
787F82,24800,90.74707,-89.64844
7D817D,26775,84.71776,-158.11523
7F7C80,24800,180.75288,-91.05743
808082,24375,261.60719,88.94257
7E7D81,24800,267.74121,90.34607
7F7F80,24800,0.74707,175.42964
7F7E81,28000,-0.73531,175.39384
7D7D80,24775,-86.18942,-134.82559
7D7F80,24800,180.74707,90.34882
7E8683,24000,264.69975,98.78632
777F7F,24375,84.69429,161.36719
78867F,24375,90.76564,-90.35431
79827D,24775,2.28506,-7.75261
78827D,24400,186.74121,88.95905
7F7E7F,22800,260.24121,92.45819
7E8083,25175,90.7716,-87.54456
848285,24375,95.31212,89.63196
76857C,24375,-87.75683,-95.27893
7F7E80,24375,180.75373,89.64294
8A8380,24375,-87.71484,-89.64844
838080,24375,267.7208,90.35156
828281,22375,182.20774,91.75507
7B857F,24375,182.29102,-90.34882
757F80,24400,186.75879,88.94531
87807F,24775,89.23426,-89.65668
84857F,23175,186.76609,-88.94531
75817E,24775,0.75349,1.55788
72807D,24775,90.75373,-90.34882
808C7F,24400,-3.75293,178.45665
7D7F81,24775,90.75973,89.64294
818685,24775,2.26127,10.66204
7C8780,24375,-2.2792,7.71624
7A837F,24800,90.75879,-91.05743
78847F,24375,267.70884,88.94531
807E80,24775,182.29111,89.6402
80837F,24375,182.29707,89.64844
888082,24800,266.22513,-90.34882
888286,24800,8.38122,175.47174
82867E,25575,180.84935,84.76501
81818C,24800,87.77434,98.09967
81858A,26800,173.16827,101.60156
78817E,22000,-89.25218,-96.63849
748C86,24400,-2.25879,-13.86577
7E807E,21600,176.1828,-88.95905
827F8F,25975,87.74675,85.4187
7F867E,23200,87.77637,93.90015
76837F,25600,86.2254,-136.91162
848486,23625,186.80562,101.59882
7E907F,24800,-89.21805,102.29919
7C8175,25575,0.79385,-1.55526
898180,24000,177.75879,89.64569
81807F,24000,8.29188,4.6251
898587,24400,-0.68832,-7.55864
858788,27600,0.74819,-178.4542
7D907F,24800,-87.74139,99.47021
86817F,22000,180.71773,84.03717
8A8082,22800,176.20605,-88.24768
87827F,24375,182.27924,90.34882
7D8680,24775,267.71484,88.94531
808782,24800,90.71786,79.80743
7E8581,24800,182.25288,89.64294
7A8280,24375,182.29707,-90.35156
72827D,24375,173.20412,98.78632
758876,24375,90.78357,101.60156
807E7E,24775,-86.18351,134.82422
7D8C81,24800,0.75288,-175.42969
7B8B7A,24775,182.28516,89.64844
7A7D80,24400,264.74707,88.94257
778981,24375,0.75931,-178.46665
7D8282,24775,2.24107,172.24789
7B8B81,24400,-87.75293,89.64294
817E7F,24400,90.74702,90.34882
7A817F,24375,180.77756,-91.05194
877F7F,24350,266.21302,-88.23944
7E827C,23175,-0.7717,178.44217
7C8283,25200,90.74117,93.85071
8B7F7F,24350,90.76546,-89.64569
868D80,24400,174.75293,90.35156
807D7F,24800,90.75293,89.64569
809081,24400,-89.24707,91.05469
827D7F,24775,267.70889,-91.76331
857E7F,23975,186.77205,88.94257
807F81,21175,-87.76256,-89.64844
7E8E80,24375,5.33596,-1.55779
807D7F,24375,90.75973,89.64294
838C80,24800,0.74702,4.57031
7E7F7E,24400,90.75293,89.64844
7A827F,24400,182.24707,90.34882
868080,24750,267.7445,-88.23944
847F7F,24750,174.68778,90.35156
728479,24400,83.18266,164.8233
80817B,24775,-2.25513,178.40604
82818C,25200,-87.73249,92.45819
7D8383,24400,-89.252,91.75507
827F7E,24400,3.82306,7.69285
7E7F81,22800,267.74698,-90.35706
7D837E,24375,-83.24126,14.82513
7F7C7F,23600,-0.7294,-178.49199
7F7E7F,25175,266.23695,-88.95081
7B817E,24375,182.29703,-100.86273
7F7F81,21600,179.20461,-86.83594
7D7F7E,22375,-87.76479,-88.9563
7D8280,22400,182.2076,-91.08215
778B7A,24400,2.26465,-172.30682
898082,24400,96.84064,-83.31757
7F8082,24000,93.73917,88.95355
7E8174,23975,89.21033,-91.08765
7F807F,22800,89.24721,-93.14209
76837F,23600,-5.25883,-178.48053
83848D,25200,-0.70024,-175.32248
7F8283,24400,-89.25302,89.65118
74817D,23975,174.74141,98.78906
7E8C80,24800,180.74702,-91.05743
7E8980,24400,182.25293,89.64569
808E80,24375,96.78364,86.82495
7F8187,24775,89.22945,88.23395
7F7F7E,23175,180.73531,-90.35156
7A8582,24400,-89.24712,90.34882
808187,25200,92.27924,91.05469
7D7E7F,24400,182.24707,89.65118
7F8080,23600,2.28511,-178.43009
7B857F,24800,90.77632,98.78082
7D8A7E,24375,-87.70283,-84.70184
808289,24800,269.25805,95.25696
7F7E85,24775,3.79252,-178.45472
7A877E,24400,177.73544,-90.35431
7D857F,24375,180.71183,85.39948
828181,24000,-86.23521,-30.8139
7D8282,24000,182.27329,88.97552
7C8181,23200,93.73917,-93.86719
7D8085,24800,-89.25883,88.24219
7E7E7D,22000,177.67094,86.83319
80807F,23575,90.73517,-91.75781
867E7F,24375,90.7716,-90.35156
887F7E,23975,-6.84673,178.43273
898987,24400,92.25874,-90.34882
7D8385,24800,180.71782,88.23669
808183,23975,6.82563,4.64878
7E837F,24400,86.24121,149.64752
7D8281,23600,177.70029,88.94257
818280,24400,180.74121,-91.05469
848483,24400,86.24734,150.58411
827E80,24400,90.74707,90.34332
7D8080,24375,5.33,178.46641
7A7F81,24400,90.74707,90.34882
828582,24400,0.75377,-1.54528
7E8180,24000,0.76564,-178.45429
7E8089,25175,267.73263,97.37183
7C807F,22400,-89.26469,-95.27344
7F897E,25600,-84.74698,162.35376
808088,24800,177.75288,-93.15857
7F8C7E,24775,-89.23431,-91.02722
7E8780,24800,92.24144,86.84143
7B8282,23200,-3.80576,178.46806
798C7C,24400,89.23454,88.94531
8A8080,24400,180.75288,-89.65668
837F80,24800,182.24707,88.94531
778081,24800,182.24707,88.94806
807F88,24775,95.33009,90.36255
7B7F80,24800,90.74702,-90.35706
817E81,24800,182.25293,-91.06018
7E7F82,24400,168.58027,-87.54456
838583,24400,86.25293,30.11719
7E7E7E,24400,182.24707,89.64569
788081,24400,-87.75298,-90.35431
7A7F80,24400,264.74702,-90.35156
7E8181,24400,86.25288,-149.88281
758081,24775,90.69414,86.13556
7B7F82,24400,267.74702,-89.64844
8B7F83,24400,3.87021,175.4599
7F837E,26000,-3.73517,-7.64509
82897E,24800,-89.25293,88.94257
7E7E80,24400,90.74117,-88.94806
7C887D,24375,84.66395,157.41142
7F7E7E,22800,182.24117,-88.94531
898283,24800,6.81986,16.96597
8C7F81,24400,86.25293,30.35156
7F7D7F,24400,90.75288,-90.35431
7D8C80,24775,-86.19543,44.82285
818282,24400,180.75293,-88.95081
808180,24375,90.75969,-89.65118
7B7E82,24400,90.75288,-90.35156
807E80,24400,90.74121,88.94531
877F80,24375,-0.7998,175.33426
80827E,24800,-5.24126,-1.54335
808980,24775,90.76564,-90.35431
828683,24400,182.25288,-90.35431
827F7F,24400,90.74702,-91.05194
7F7C80,22000,-89.28798,-88.94806
857F7F,24400,-89.24707,-89.64844
808384,24400,0.75288,175.41777
808080,24800,174.75288,88.94257
7A8682,23600,269.1689,90.34882
7F8580,24800,92.24117,90.34607
7E7E81,24375,182.28511,-90.35431
828480,24400,186.73563,88.23944
857F80,24800,180.74117,-89.65393
7A8B7A,24800,183.74739,-88.93982
7A7E81,24400,267.72085,91.05194
827D7D,24375,182.29703,90.35156
7D8483,23600,8.33965,-175.38636
828589,25200,96.83519,93.16956
848289,27600,267.74112,-89.65118
828F82,24000,0.74744,178.40987
7E7D81,27200,267.72676,-80.48584
82818D,26400,2.32086,178.66043
7A967F,24775,177.71489,-85.3775
7D857D,23225,180.76602,-88.94531
868782,28000,-3.7091,-4.62496
828093,25975,-86.19543,135.5246
7E857F,23600,0.76006,-4.62482
817B7E,24025,267.70605,-91.7276
7A8180,24400,90.74707,89.64294
75857D,24400,8.28809,-169.16129
898086,24400,86.22382,-31.75873
838F80,26825,-5.23526,7.7286
848B87,24825,-0.72949,-178.46792
878280,25200,-87.74675,-92.43896
73807E,22000,96.74225,-97.38556
7C8780,24825,-87.74712,-85.38849
928786,24400,0.77207,-172.17456
7B7E80,24400,-2.34077,175.35832
708F7D,23600,2.21223,178.4804
7D827A,23200,-2.28525,178.44221
7E7C82,27200,-89.23431,-79.78821
8D8081,26000,182.2706,-90.29388
767F81,24800,-87.74712,89.64294
7F8085,26000,179.25888,91.05469
7D7F81,24800,90.75879,90.34882
7B7F81,24375,-0.75978,178.45434
817F7F,24775,3.79857,-175.37513
848080,24375,90.76564,-89.65393
797F82,24000,-87.75302,-90.34882
83897E,24800,-89.24121,89.64844
7B837F,24400,180.74707,89.64569
83857E,24800,-5.24712,178.48049
7A8081,24375,84.65799,157.58858
807D7E,24825,89.27097,91.06567
838981,24425,179.22363,89.64294
737F80,24400,81.65323,166.68423
7F817E,24400,-89.22188,-87.5061
7F7F80,26800,-5.22251,175.44806
938C88,24400,180.78223,103.00781
7C9472,22800,177.72968,-102.30194
6E817D,22000,90.67676,91.75232
888280,25625,8.39295,-1.5458
76807F,22000,98.34514,91.05469
767D81,24375,180.75969,90.34882
7A8183,24775,266.19438,-95.27069
7C7D83,24400,90.74121,89.64294
82857E,24775,-2.25339,-7.63387
82807E,23600,183.75316,84.04541
7A8280,22800,84.71782,161.5144
77887A,24000,0.71206,-1.55731
75827F,22800,-89.27602,87.5528
76857C,23200,180.68843,89.64569
757E7F,21575,183.69736,84.72382
7D927A,23975,-2.27324,175.33858
7D7E82,24375,269.31168,-76.29456
7D937E,23200,6.7841,1.53345
7F8087,27200,89.2706,89.64294
8B8384,24375,180.78925,-82.62268
83847F,24400,0.70038,175.32655
79837F,22800,-87.78223,-91.73309
7A817D,22400,92.24121,79.10706
75817E,21600,177.71777,83.32306
78847A,22000,182.24117,-89.65393
7D8A7F,24000,-83.18624,-162.06757
7C8379,24400,-83.17662,-164.58755
7F808C,25200,179.28789,-80.49957
83817E,23600,-0.75275,-4.66528
7B827B,22400,180.74117,79.10706
75807E,21600,3.70587,4.51031
77847F,24000,-5.31184,169.17255
808D7F,25600,-86.18933,-131.65466
867D80,24775,264.7173,-80.52979
77867F,24775,-89.25218,-90.35156
7E8486,25600,89.25218,-83.2901
817E84,24775,-87.70297,90.34882
7C7E80,24400,90.74117,-90.35706
808385,25200,176.24702,88.94531
83897F,24400,84.65923,17.22601
7D8681,24000,0.72989,-1.56953
73817F,22400,93.69434,86.85516
728679,25200,186.73535,-100.89294
817E7C,22400,89.2283,-90.31586
838880,23600,267.66504,-91.76605
898286,25625,180.8118,-86.13007
8E8787,24800,-5.2468,-178.43268
787F7E,21575,9.89459,-172.33192
77877F,24400,176.16513,77.71729
808076,24000,89.24725,-93.83423
81817E,24400,177.77078,90.37354
848484,27575,-0.74126,-172.22368
828783,27600,-0.74707,178.46857
838080,24375,-0.72977,-178.48026
7F808D,25975,-87.66731,98.06396
808185,27200,89.2642,-91.05743
8D8E84,24375,188.38094,82.6474
848A83,27200,90.76465,-80.50781
888281,24800,-89.22821,86.87164
8B8182,24400,86.23718,-130.60822
8A8485,24375,269.26433,97.34985
84857F,23600,3.67113,172.23634
818C81,27600,-2.23526,1.62626
817F8E,25200,92.33855,95.25421
768779,23600,186.78396,-90.36804
7D8079,23600,-89.24008,88.27515
7D8C81,26000,0.76574,-10.73445
7C857E,24425,267.71214,85.43243
7A8580,23600,84.7002,162.07086
867D7C,21600,177.73517,-97.3938
7F8188,27200,89.24632,93.87268
8E8184,25200,177.78804,90.34882
818485,26800,-2.29707,-172.24744
837F7E,21600,267.74117,81.21368
798480,23975,90.71206,89.64844
7D8084,24800,95.336,90.34882
858081,26775,-0.72994,-175.36306
7E8480,23600,174.73535,-90.32684
7E8580,23575,-0.79404,-1.53189
7C8381,24375,180.7237,-93.19427
868182,24800,84.66991,-22.4128
84807E,22800,267.74112,86.80847
8A7E7E,24375,180.74684,-90.34332
80847E,24800,174.75293,-90.35156
828680,26375,267.73863,85.42145
828381,24775,0.76541,-178.45486
7E867F,25200,83.18028,-161.92474
7C817F,23200,189.89435,-89.65118
738379,24400,182.27637,100.89294
818C7E,24375,185.26422,87.53357
8D7F80,24375,8.24094,-1.53134
84867F,24800,180.75288,-89.64844
8B7F7E,24750,-87.72099,-89.64569
887F80,24375,267.70884,-90.35431
7C7E7F,24375,-6.86147,-7.76478
787E80,24800,90.75874,-90.35156
817E7F,24375,180.76569,-89.65393
808081,24800,90.78223,94.56757
7F847F,24775,182.28516,89.64844
847C7F,24400,180.74698,-90.34882
7E7E80,24375,90.75973,89.64844
7C837F,24400,92.24707,91.05469
7A7F80,24375,180.77165,90.34882
7A7D84,23175,-89.26438,91.76056
888483,24400,2.24121,-172.37884
7C8480,24375,182.29107,-90.35706
8A8280,24775,2.22548,-172.39291
82807E,23975,93.79238,-89.64294
80837B,23175,261.71449,-87.5061
787D81,25550,-89.2047,-90.3653
728B7E,25950,90.75847,-102.2937
7C7D81,27175,251.07847,-88.88763
81957E,24775,95.41915,108.64655
807E7F,24375,180.7656,-89.64569
7B887E,24800,-0.75851,175.39394
897F82,24375,269.29372,-78.41217
7F827E,23600,-86.23672,-136.56418
7F7F89,25175,92.30289,96.65222
73837C,23600,92.19434,-89.65118
8D8485,24000,-3.7527,-7.71594
84857E,24775,261.67851,98.75885
75867D,23175,83.18257,165.28519
73847C,25175,89.23426,-87.56378
7D7F78,24000,92.27338,84.75677
7C847D,23200,179.24707,-91.71661
7F817D,24400,87.76488,-88.92059
81897E,24000,90.76569,-87.50061
7E827C,24800,182.27083,89.66492
7F8684,26000,0.75973,172.34494
8D8382,25600,-3.73912,-178.47863
838282,25600,92.2791,-90.35706
80807C,22400,-87.74712,79.81018
818080,25175,179.21773,-103.03253
7F828A,26400,180.78352,100.89844
838886,24400,182.29111,91.09314
7E7C7F,24400,180.74707,88.94806
768280,24400,87.74117,-90.35431
7F817F,24400,90.75293,-90.35706
7D7E7F,24375,182.2792,96.65497
7C827F,23975,177.75632,94.56757
73847E,22000,180.74782,79.80469
778181,24375,185.24108,81.94702
877C80,24775,90.71768,87.5528
7E8980,24400,-87.72681,-83.99048
80827F,23975,267.76279,93.18054
8C8486,25600,185.35844,-80.51056
7A807F,22400,87.67905,85.42694
808277,21600,173.19452,89.64844
858180,26775,92.32701,-93.13385
7A817E,22000,98.24712,81.91681
748876,24400,90.75874,81.90857
8C8081,24375,0.75261,175.4059
848183,23200,86.21773,-30.5896
7B847B,23575,90.75969,85.44617
7E897F,25200,-87.70875,91.04919
7F8282,24800,-87.70297,88.23395
7B8380,24800,-89.25293,90.34882
7B8280,24375,90.75973,-90.35431
7D827F,24800,86.25293,29.64752
7D8981,24800,-89.25298,-89.65118
7A857E,24400,87.67313,89.67865
79807F,22800,0.75987,1.46113
77847F,23200,90.71206,88.26416
79887C,23600,-87.79231,-89.65668
7F7E80,23575,-0.7532,-178.504
768A80,25200,179.27639,-88.2312
807F82,26025,86.26474,30.12177
848080,22400,-6.86426,172.27144
7A8480,23600,84.64746,15.68243
718377,23200,176.14151,-89.65118
7C827D,24400,-84.65799,-156.69731
808284,24800,-81.69997,-9.795
867E7F,24825,267.75298,-89.61273
7E817F,26400,-3.78661,175.41165
868281,24800,267.74698,-89.6347
75817E,22000,183.76291,-94.55933
807D7D,24025,-86.23494,-149.88098
878B7F,25200,189.84096,-76.27258
7F7E82,27600,84.77735,23.46748
75807B,21200,84.73535,162.20764
7F8180,24800,-84.75275,-18.21149
7E7F81,24375,267.70884,91.04919
7F7C80,24400,-89.24121,82.63367
808487,28400,3.82906,-4.58223
83857E,24400,0.70643,-175.44721
778E7E,24375,89.2345,95.31738
7F818A,25575,95.31198,88.20374
807C7F,22375,180.74158,91.02722
7C8580,24375,-0.81189,178.32505
808281,26400,89.27051,88.92609
838380,23200,2.21975,-7.74053
81917E,24800,92.24964,84.02344
778080,24800,89.33496,95.28442
809280,24800,0.77793,172.22329
7E8280,22400,174.63579,82.61993
787F80,24400,5.31157,-175.34603
7B7D7F,21600,176.23549,96.01776
86807F,24800,86.20042,26.60797
708476,24775,90.748,-98.76984
8A7F80,26000,86.21339,133.43445
818584,25975,267.70889,88.94531
838784,25200,-86.19438,-29.64935
7D8280,24400,96.79399,-76.28632
74847D,23200,0.67085,-1.53189
888681,27975,0.78357,-7.66808
7A7E82,24375,5.3112,10.83862
738D7B,24400,-89.2354,-81.22467
7B827E,25175,84.73536,-22.41211
7F7F7F,24375,90.75973,-91.05469
7C7D82,23200,0.74186,-1.54562
7C8180,24375,180.76569,90.35156
7D807F,24800,90.74702,-91.05743
848587,25200,90.75293,-94.55933
817F7F,23600,180.72935,-87.56378
7D8480,24400,90.77165,-87.51709
828783,25200,269.29385,-86.82495
83877D,24375,84.71162,-156.88545
828380,24800,183.78698,84.74854
78887D,24400,-89.28789,87.53082
7D817F,22800,-2.2706,-7.68084
7B847E,23600,182.2061,91.07117
7E8480,23975,0.73562,-1.5826
7B7E82,24375,90.75973,90.34607
7D8180,24400,2.28241,1.60279
778180,23600,269.2283,90.35156
74837B,25200,95.21791,80.50781
7B867E,24000,-87.7208,-94.53735
818186,24400,3.79994,-178.4087
828384,24400,0.74768,178.49052
7D7B83,27575,260.09382,-98.07495
7E8187,25575,90.7527,-88.94531
74837C,24775,0.77738,-10.6745
7E807C,22350,-86.2254,-44.82559
868684,28000,90.75969,-91.05743
76807F,22000,177.71773,90.35431
828D80,26825,-89.24117,97.40753
80828A,24800,-86.18829,-28.4729
908182,26400,180.78962,-88.90137
898684,24825,0.77637,175.41856
868485,28000,177.72076,-77.7063
7A8B77,24400,-8.34068,153.84737
888584,28000,177.72676,-91.05469
77817E,22000,0.74786,4.54019
72847D,22800,6.77796,4.68543
72927C,24400,-87.73239,-90.35156
7F8084,24800,269.27621,96.00677
888B81,27600,-89.24121,88.23944
7D827E,24400,90.75288,-91.05469
877E7F,24400,90.75288,90.35431
7A8980,24400,-89.25298,-90.35156
7A8681,24000,-6.82315,175.39389
7E8880,24375,90.75969,90.34882
798B80,24400,-89.25293,90.34882
7E7F7E,24375,90.75969,-89.65118
798180,24800,87.74121,90.35156
847F7F,24400,180.75874,-90.35431
837F81,24400,267.75288,91.75781
788980,24800,-87.74707,88.94257
807F81,24800,180.74117,-88.24219
7F7C7F,22000,185.31808,-88.94806
867E80,24775,-0.75978,178.44221
7F8780,24800,0.75293,1.51942
78847C,24775,90.75969,88.94257
7F867F,24400,180.74707,89.64569
7F8280,26775,83.19811,161.78851
7E8A7E,24400,6.75856,10.85072
788083,24400,89.24707,-91.05743
7F7F80,24800,-5.25879,-4.59419
7B7E7F,24400,174.74707,89.6402
7F7F86,24800,-84.67605,-22.59132
7B8181,24375,267.74459,-87.53906
76837D,24800,98.24707,90.35156
787E80,24775,90.75973,89.64844
7C8B7D,24800,180.74707,-90.35431
7D7E81,24400,-87.75298,-88.95355
837E7F,24800,80.24707,-27.10574
7F8681,23575,269.17648,-89.64844
17F7C7,13001.96892,36.46767,44.63488
788881,24375,-89.2526,-90.3598
7C8E77,23600,8.25298,1.49568
848283,27175,177.73319,83.35602
827A91,24400,185.25207,-88.96179
65877D,25175,176.25233,-99.48944
808382,22400,5.31143,-163.0231
78807B,25575,-89.20484,-74.21539
8A8082,23975,8.24398,10.74738
80827E,23950,90.80717,97.37183
857C98,25200,0.74786,-178.40641
7B857E,26775,-86.26693,129.52606
7E7E81,24775,267.7527,90.35706
7E817E,24400,-89.25293,89.64569
737E80,24775,176.1775,91.74957
7A8582,24000,-89.26964,89.69513
828882,27200,179.23426,-80.49408
8D7F7F,25600,-89.23549,-91.03546
75857C,23200,-87.78639,90.35431
898483,24800,90.78357,90.39551
777F80,21600,167.14742,-94.57306
7F8381,24400,92.25911,90.35156
818E80,26400,-89.23431,95.99304
8D8080,26000,96.78813,89.69513
777F7D,22000,182.24121,-97.37732
7C817B,23600,182.25293,-90.30487
88867F,24400,180.84082,-85.42969
867F7F,24800,176.19552,90.36804
818680,24025,-0.78786,-7.72846
777F7E,25200,180.71816,76.99493
7C847E,23200,-87.7208,91.10138
7E8081,24400,185.2766,92.48566
81818C,24400,-89.16495,94.57581
848682,24400,267.70884,-90.31311
798780,24000,90.71814,-91.04919
818983,26400,182.29107,-81.19171
838288,24775,90.83734,-86.12183
8F807F,26000,-89.21038,89.70062
807F8C,25600,177.73863,-76.27808
818587,24775,177.7087,79.81293
8A7E7F,24375,-3.74725,-178.46852
7F8D7E,24400,6.74707,-169.31608
858C7F,24800,90.75293,89.64569
7B897C,24400,0.74707,166.2771
7C7D7F,24400,90.75288,-90.35706
74817F,24775,-0.77165,175.32664
7C8A80,24800,0.75288,-178.46862
827F80,24400,96.74702,-89.64569
767F7E,24775,-81.67869,12.3043
808180,24800,176.19438,-96.68793
848082,24800,176.24702,-91.05743
807F80,24400,182.24707,88.94257
7F8C7F,24800,-89.25293,-89.64844
7E817D,23600,90.75288,-91.05743
75837D,24400,6.74121,7.62116
7A7E81,24000,176.24121,89.64569
827E83,24400,189.75288,90.35156
757E7F,24400,-84.74712,17.78906
777E81,23975,8.33909,178.41797
808982,24800,-2.25293,178.46862
848586,24400,261.74702,89.64294
7B887F,24800,92.24702,-90.35431
888082,23200,89.25293,91.04919
798381,24800,2.25293,178.48049
868385,24000,-89.25293,90.34882
80857F,24800,-3.74121,178.45665
7B8182,24800,2.24707,1.51942
8B8080,24400,180.74707,90.35156
868B80,24775,182.30261,-89.66492
7E7D81,24400,90.74702,-89.65393
768E80,24800,92.25288,-88.94806
83817F,23975,-83.25183,-162.63446
7F897F,24400,-89.24707,-90.35431
817C80,21200,-84.68187,-157.41005
81867F,24800,90.75293,90.34882
78877E,25575,-3.71524,-1.54562
7C8880,24800,183.79894,89.64294
807D81,24000,0.75969,-4.63694
7C8380,24800,267.74121,89.64569
858282,24400,90.73608,-93.87268
7A7E80,24375,-87.71489,89.64569
7B7E81,24775,170.07581,-91.05743
7D8680,24400,182.24702,-90.35431
7D867F,24375,-5.3064,169.2773
838180,24375,182.28511,89.64844
867E81,25575,-2.2852,1.55783
7E8680,25175,0.77756,1.54566
818681,25200,-0.74712,7.63303
808A80,24800,0.74702,-7.63308
807E81,24375,182.28516,90.34882
7D7F7F,24800,180.75293,90.35156
7A7F80,24800,180.74707,-90.35706
7F897F,24775,90.76569,91.04919
7F8382,24800,90.74139,-89.65118
7E8980,24800,89.24121,90.34882
7B8881,24000,-3.81729,-1.55531
807E80,24775,90.7716,-89.64844
80837C,24000,92.25288,-90.34882
80827F,24400,84.74702,-161.78906
7D8085,24775,90.75969,-90.35156
7C8A85,24400,90.74707,90.35156
7E7F7E,24400,90.74707,88.94257
7E827D,24375,-0.74139,1.53138
797A80,24000,-89.2706,89.64569
808680,24775,-86.22527,130.9584
7B837F,24375,90.76564,-90.35156
7A8381,24775,182.28516,89.65118
807F82,24375,182.28516,-89.65118
80837D,25600,87.73886,-89.65118
7C817A,24775,182.29111,89.64569
7D817F,25600,87.71494,-91.76331
8A8183,24375,-86.18947,134.82285
81837F,24375,90.75969,-90.35431
76837E,24775,87.70884,-90.35156
848980,25600,182.29999,-90.34332
807E85,26400,86.24712,-31.05377
7F837B,24400,-87.74707,90.35156
8A8082,23200,-77.21191,21.22897
808281,26400,89.24641,90.33783
7D817E,23200,180.71216,-89.65668
838786,24000,-3.77055,-7.62116
7A907F,24775,-0.75415,7.61916
7E807F,24775,180.76569,90.34607
7C8781,24400,177.67932,88.94257
807D80,22000,90.71777,91.05194
7A8081,24800,90.75288,-91.05743
867F7F,24400,90.74707,90.35156
769978,28800,-75.67648,6.30282
7D7F83,30000,12.8004,1.46109
7F857E,21975,90.69978,92.4527
73947C,25175,171.69694,91.09863
757B7C,19600,90.74675,74.89105
827D80,24350,90.77609,98.78082
7C7F88,22425,6.77209,1.56981
89858B,24025,171.72027,-69.9884
858B84,28825,267.72427,83.32031
778B7E,24375,-87.71456,-90.32684
8E8081,26400,267.78241,92.4939
80818C,25200,-89.18659,-81.1972
